source,text
source,text
"""قانون مكافحة جرائم تقنية المعلومات - الباب الأول - التعريفات - مادة (1)""",في تطبيق أحكام هذا القانون، يُقصد بالألفاظ والعبارات التالية المعنى المبين قرين كل منهما: الجهاز: الجهاز القومي لتنظيم الاتصالات. الوزير المختص: الوزير المعنى بشؤون الاتصالات وتكنولوجيا المعلومات. البيانات والمعلومات الإلكترونية: كل ما يمكن إنشاؤه أو تخزينه، أو معالجته أو تخليقه، أو نقله، أو مشاركته، أو نسخه بواسطة تقنية المعلومات؛ كالأرقام والأكواد والشفرات والحروف والرموز والإشارات والصور والأصوات، وما في حكمها. بيانات شخصية: أي بيانات متعلقة بشخص طبيعي محدد أو يمكن تحديده، بشكل مباشر أو غير مباشر عن طريق الربط بينها وبين بيانات أخرى. بيانات حكومية: بيانات متعلقة بالدولة أو أحد سلطاتها، وأجهزتها أو وحداتها، أو الهيئات العامة، أو الهيئات المستقلة والأجهزة الرقابية، وغيرها من الأشخاص الاعتبارية العامة وما في حكمها، والمتاحة على الشبكة المعلوماتية أو على أي نظام معلوماتي أو على حاسب أو ما في حكمها. المعالجة الإلكترونية: أي عملية إلكترونية أو تقنية تتم كلياً أو جزئياً لكتابة أو تجميع، أو تسجيل، أو حفظ، أو تخزين، أو دمج، أو عرض، أو إرسال، أو استقبال، أو تداول، أو نشر، أو محو، أو تغيير، أو تعديل، أو استرجاع، أو استنباط للبيانات والمعلومات الإلكترونية، وذلك باستخدام أي وسيط من الوسائط أو الحاسبات أو الأجهزة الأخرى الإلكترونية أو المغناطيسية أو الضوئية أو ما يُستحدث من تقنيات أو وسائط أخرى. تقنية المعلومات: أي وسيلة أو مجموعة وسائل مترابطة أو غير مترابطة تُستخدم لتخزين، واسترجاع، وترتيب، وتنظيم، ومعالجة، وتطوير، وتبادل المعلومات أو البيانات، ويشمل ذلك كل ما يرتبط بالوسيلة أو الوسائل المستخدمة سلكياً أو لاسلكياً. مقدم الخدمة: أي شخص طبيعي أو اعتباري يزود المستخدمين بخدمات تقنيات المعلومات والاتصالات، ويشمل ذلك من يقوم بمعالجة أو تخزين المعلومات بذاته أومن ينوب عنه في أي من تلك الخدمات أو تقنية المعلومات. المستخدم: كل شخص طبيعي أو اعتباري، يستعمل خدمات تقنية المعلومات أو يستفيد منها بأي صورة كانت. البرنامج المعلوماتي: مجموعة الأوامر والتعليمات المعبر عنها بأية لغة أو رمز أو إشارة، والتي تتخذ أي شكل من الأشكال، ويمكن استخدامها بطريق مباشر أو غير مباشر في حاسب آلي لأداء وظيفة أو تحقيق نتيجة سواء كانت هذه الأوامر والتعليمات في شكلها الأصلي أو في أي شكل آخر تظهر فيه من خلال حاسب آلي، أو نظام معلوماتي. النظام المعلوماتي: مجموعة برامج وأدوات معدة لغرض إدارة ومعالجة البيانات والمعلومات، أو تقديم خدمة معلوماتية. شبكة معلوماتية: مجموعة من الأجهزة أو نظم المعلومات مرتبطة معًا، ويمكنها تبادل المعلومات والاتصالات فيما بينها، ومنها الشبكات الخاصة والعامة وشبكات المعلومات الدولية، والتطبيقات المستخدمة عليها. الموقع: مجال أو مكان افتراضي له عنوان محدد على شبكة معلوماتية، يهدف إلى إتاحة البيانات والمعلومات للعامة أو الخاصة. مدير الموقع: كل شخص مسئول عن تنظيم أو إدارة أو متابعة أو الحفاظ على موقع أو أكثر على الشبكة المعلوماتية، بما في ذلك حقوق الوصول لمختلف المستخدمين على ذلك الموقع أو تصميمه، أو توليد وتنظيم صفحاته أو محتواه أو المسئول عنه. الحساب الخاص: مجموعة من المعلومات الخاصة بشخص طبيعي أو اعتباري، تخول له الحق دون غيره الدخول على الخدمات المتاحة أو استخدامها من خلال موقع أو نظام معلوماتي. البريد الإلكتروني: وسيلة لتبادل رسائل إلكترونية على عنوان محدد، بين أكثر من شخص طبيعي أو اعتباري، عبر شبكة معلوماتية، أو غيرها من وسائل الربط الإلكترونية، من خلال أجهزة الحاسب الآلي وما في حكمها. الاعتراض: مشاهدة البيانات أو المعلومات أو الحصول عليها، بغرض التنصت أو التعطيل، أو التخزين أو النسخ، أو التسجيل، أو تغيير المحتوى، أو إساءة الاستخدام أو تعديل المسار أو إعادة التوجيه وذلك لأسباب غير مشروعة ودون وجه حق. الاختراق: الدخول غير المرخص به، أو المخالف لأحكام الترخيص، أو الدخول بأي طريقة غير مشروعة، إلى نظام معلوماتي أو حاسب آلي أو شبكة معلوماتية، وما في حكمها. المحتوى: أي بيانات تؤدى بذاتها، أو مجتمعة مع بيانات أو معلومات أخرى إلى تكوين معلومة أو تحديد توجه أو اتجاه أو تصور أو معنى أو الإشارة إلى بيانات أخرى. الدليل الرقمي: أي معلومات إلكترونية لها قوة أو قيمة ثبوتية مخزنة أو منقولة أو مستخرجة أو مأخوذة من أجهزة الحاسب أو الشبكات المعلوماتية وما في حكمها، ويمكن تجميعها وتحليلها باستخدام أجهزة أو برامج أو تطبيقات تكنولوجية خاصة. الخبرة: كل عمل يتصل بتقديم الاستشارات أو الفحص أو المراجعة أو التقييم أو التحليل في مجالات تقنية المعلومات. حركة الاتصال (بيانات المرور): بيانات ينتجها نظام معلوماتي تبين مصدر الاتصال، وجهته والوجهة المرسل منها والمرسل إليها والطريق الذي سلكه، وساعته وتاريخه وحجمه ومدته، ونوع الخدمة. الحاسب: كل جهاز أو معدة تقنية تكون قادرة على التخزين، وأداء عمليات منطقية، أو حسابية، وتستخدم لتسجيل بيانات أو معلومات، أو تخزينها، أو تحويلها، أو تخليقها، أو استرجاعها، أو ترتيبها، أو معالجتها، أو تطويرها، أو تبادلها، أو تحليلها، أو للاتصالات. دعامة إلكترونية: أي وسيط مادي لحفظ وتداول البيانات والمعلومات الإلكترونية ومنها الأقراص المدمجة أو الأقراص الضوئية والذاكرة الإلكترونية أو ما في حكمها. الأمن القومي: كل ما يتصل باستقلال واستقرار وأمن الوطن ووحدته وسلامة أراضيه، وما يتعلق بشئون رئاسة الجمهورية ومجلس الدفاع الوطني ومجلس الأمن القومي، ووزارة الدفاع والإنتاج الحربي، ووزارة الداخلية، والمخابرات العامة، وهيئة الرقابة الإدارية، والأجهزة التابعة لتلك الجهات. جهات الأمن القومي: رئاسة الجمهورية، ووزارة الدفاع، ووزارة الداخلية، والمخابرات العامة، وهيئة الرقابة الإدارية.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الأول - التزامات وواجبات مقدم الخدمة - مادة (2)""",أولاً – مع عدم الإخلال بالأحكام الواردة بهذا القانون وقانون تنظيم الاتصالات الصادر بالقانون رقم 10 لسنه 2003، يلتزم مقدمو الخدمة بما يأتي: 1 – حفظ وتخزين سجل النظام المعلوماتي أو أي وسيلة لتقنية المعلومات لمدة مائة وثمانين يوماً متصلة. وتتمثل البيانات الواجب حفظها وتخزينها فيما يأتي: ( أ ) البيانات التي تمكن من التعرف على مستخدم الخدمة. (ب) البيانات المتعلقة بمحتوى ومضمون النظام المعلوماتي المتعامل متى كانت تحت سيطرة مقدم الخدمة. (جـ) البيانات المتعلقة بحركة الاتصال. (د) البيانات المتعلقة بالأجهزة الطرفية للاتصال. (هـ) أي بيانات أخرى يصدر بتحديدها قرار من مجلس إدارة الجهاز. 2 – المحافظة على سرية البيانات التي تم حفظها وتخزينها، وعدم إفشائها أو الإفصاح عنها بغير أمر مسبب من إحدى الجهات القضائية المختصة، ويشمل ذلك البيانات الشخصية لأي من مستخدمي خدمته، أو أي بيانات أو معلومات متعلقة بالمواقع والحسابات الخاصة التي يدخل عليها هؤلاء المستخدمون، أو الأشخاص والجهات التي يتواصلون معها. 3 – تأمين البيانات والمعلومات بما يحافظ على سريتها، وعدم اختراقها أو تلفها. ثانيًا – مع عدم الإخلال بأحكام قانون حماية المستهلك، يجب على مقدم الخدمة أن يوفر لمستخدمي خدماته ولأي جهة حكومية مختصة، بالشكل والطريقة التي يمكن الوصول إليها بصورة ميسرة ومباشرة ومستمرة، البيانات والمعلومات الآتية: 1 – اسم مقدم الخدمة وعنوانه. 2 – معلومات الاتصال المتعلقة بمقدم الخدمة، بما في ذلك عنوان الاتصال الإلكتروني. 3 – بيانات الترخيص لتحديد هوية مقدم الخدمة، وتحديد الجهة المختصة التي يخضع لإشرافها. 4 – أي معلومات أخرى يقدر الجهاز أهميتها لحماية مستخدمي الخدمة، ويصدر بتحديدها قرار من الوزير المختص. ثالثًا: مع مراعاة حرمة الحياة الخاصة التي يكفلها الدستور، يلتزم مقدمو الخدمة والتابعون لهم، أن يوفروا حال طلب جهات الأمن القومي ووفقاً لاحتياجاتها كافة الإمكانيات الفنية التي تتيح لتلك الجهات ممارسة اختصاصاتها وفقا للقانون. رابعًا: يلتزم مقدمو خدمات تقنية المعلومات ووكلائهم وموزعوهم التابعون لهم المنوط بهم تسويق تلك الخدمات بالحصول على بيانات المستخدمين، ويُحظر على غيرهم القيام بذلك.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الأول - نطاق تطبيق القانون من حيث المكان - مادة (3)""",مع عدم الإخلال بأحكام الباب الأول من الكتاب الأول من قانون العقوبات، تسري أحكام هذا القانون على كل من ارتكب خارج جمهورية مصر العربية من غير المصريين جريمة من الجرائم المنصوص عليها من هذا القانون، متى كان الفعل معاقبًا عليه في الدولة التي وقع فيها تحت أي وصف قانوني، وذلك في أي من الأحوال الآتية: 1 – إذا ارتكبت الجريمة على متن أي وسيلة من وسائل النقل الجوي أو البري أو المائي، وكانت مسجلة لدى جمهورية مصر العربية أو تحمل علمها. 2 – إذا كان المجني عليهم أو أحدهم مصريًا. 3 – إذا تم الإعداد للجريمة أو التخطيط أو التوجيه أو الإشراف عليها أو تمويلها في جمهورية مصر العربية. 4 – إذا ارتكبت الجريمة بواسطة جماعة إجرامية منظمة، تمارس أنشطة إجرامية في أكثر من دولة من بينها جمهورية مصر العربية. 5 – إذا كان من شأن الجريمة إلحاق ضرر بأي من موطني جمهورية مصر العربية أو المقيمين فيها، أو بأمنها أو بأي من مصالحها، في الداخل أو الخارج. 6 – إذا وُجد مرتكب جريمة في جمهورية مصر العربية، بعد ارتكابها ولم يتم تسليمه.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الأول - التعاون الدولي في مجال مكافحة جرائم تقنية المعلومات - مادة (4)""",تعمل السلطات المصرية المختصة على تيسير التعاون مع نظيراتها بالبلاد الأجنبية في إطار الاتفاقيات الدولية والإقليمية والثنائية المصدق عليها، أو تطبيق مبدأ المعاملة بالمثل، بتبادل المعلومات بما من شأنه أن يكفل تفادى ارتكاب جرائم تقنية المعلومات، والمساعدة على التحقيق فيها، وتتبع مرتكبيها. على أن يكون المركز الوطني للاستعداد لطوارئ الحاسب والشبكات بالجهاز هو النقطة الفنية المعتمدة في هذا الشأن.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الثاني - الأحكام والقواعد الإجرائية - مأمورو الضبط القضائي - مادة (5)""",يجوز بقرار من وزير العدل بالاتفاق مع الوزير المختص منح صفة الضبطية القضائية للعاملين بالجهاز أو غيرهم ممن تحددهم جهات الأمن القومي، بالنسبة إلى الجرائم التي تقع بالمخالفة لأحكام هذا القانون والمتعلقة بأعمال وظائفهم.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الثاني - الأحكام والقواعد الإجرائية - الأوامر القضائية المؤقتة - مادة (6)""",لجهة التحقيق المختصة، بحسب الأحوال، أن تصدر أمرًا مسببًا، لمأموري الضبط القضائي المختصين، لمدة لا تزيد على ثلاثين يوماً قابلة للتجديد لمرة واحدة، متى كان لذلك فائدة في ظهور الحقيقة على ارتكاب جريمة معاقب عليها بمقتضى أحكام هذا القانون بواحد أو أكثر مما يأتي: 1 – ضبط أو سحب أو جمع أو التحفظ على البيانات والمعلومات أو أنظمة المعلومات، وتتبعها في أى مكان أو نظام أو برنامج أو دعامة إلكترونية أو حاسب تكون موجودة فيه. ويتم تسليم أدلتها الرقمية للجهة مصدرة الأمر على ألا يؤثر ذلك على استمرارية النظم وتقديم الخدمة إن كان لها مقتضٍ. 2 – البحث والتفتيش والدخول والنفاذ إلى برامج الحاسب وقواعد البيانات وغيرها من الأجهزة والنظم المعلوماتية تحقيقًا لغرض الضبط. 3 – أن تأمر مقدم الخدمة بتسليم ما لدية من بيانات أو معلومات تتعلق بنظام معلوماتي أو جهاز تقني، موجودة تحت سيطرته أو مخزنة لديه، وكذا بيانات مستخدمي خدمته وحركة الاتصالات التي تمت على ذلك النظام أو الجهاز التقني. وفي كل الأحوال، يجب أن يكون أمر جهة التحقيق المختصة مسببًا. ويكون استئناف الأوامر المتقدمة أمام المحكمة الجنائية المختصة منعقدة في غرفة المشورة في المواعيد، ووفقًا للإجراءات المقررة بقانون الإجراءات الجنائية.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الثاني - الأحكام والقواعد الإجرائية - الإجراءات والقرارات الصادرة في شأن طلبات حجب المواقع - مادة (7)""",لجهة التحقيق المختصة، متى قامت أدلة على قيام موقع يُبث داخل الدولة أو خارجها، بوضع أي عبارات أو أرقام أو صور أو أفلام أو أي مواد دعائية، أو ما في حكمها بما يُعد جريمة من الجرائم المنصوص عليها بالقانون، وتشكل تهديدًا للأمن القومي أو تعرض أمن البلاد أو اقتصادها القومي للخطر، أن تأمر بحجب الموقع أو المواقع محل البث، كلما أمكن تحقيق ذلك فنيًا. وعلى جهة التحقيق عرض أمر الحجب على المحكمة المختصة منعقدة في غرفة المشورة، خلال أربع وعشرين ساعة مشفوعًا بمذكرة برأيها. وتُصدر المحكمة قرارها في الأمر مسببًا إما بالقبول أو بالرفض، في مدة لا تجاوز اثنتين وسبعين ساعة من وقت عرضه عليها. ويجوز في حالة الاستعجال لوجود خطر حال أو ضرر وشيك الوقوع، أن تقوم جهات التحري والضبط المختصة بإبلاغ الجهاز، ليقوم بإخطار مقدم الخدمة على الفور بالحجب المؤقت للموقع أو المحتوى أو المواقع أو الروابط المذكورة في الفقرة الأولى من هذه المادة وفقًا لأحكامها. ويلتزم مقدم الخدمة بتنفيذ مضمون الإخطار فور وروده إليه. وعلى جهة التحري والضبط التي قامت بالإبلاغ أن تحرر محضرًا تثبت فيه ما تم من إجراءات وفق أحكام الفقرة السابقة يُعرض على جهات التحقيق خلال ثماني وأربعين ساعة من تاريخ الإبلاغ الذي وجهته للجهاز، وتتبع في هذا المحضر ذات الإجراءات المبينة بالفقرة الثانية من هذه المادة، وتصدر المحكمة المختصة قرارها في هذه الحالة، أما بتأييد ما تم من إجراءات حجب أو بوقفها. فإذا لم يُعرض المحضر المشار إليه في الفقرة السابقة في الموعد المحدد، يعد الحجب الذي تم كأن لم يكن. ولمحكمة الموضوع أثناء نظر الدعوى أو بناءً على طلب جهة التحقيق أو الجهاز أو ذوي الشأن أن تأمر بإنهاء القرار الصادر بالحجب أو تعديل نطاقه. وفي جميع الأحوال، يسقط القرار الصادر بالحجب بصدور أمر بألا وجه لإقامة الدعوى الجنائية، أو بصدور حكم نهائي فيها بالبراءة.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الثاني - الأحكام والقواعد الإجرائية - التظلم من القرارات الصادرة في شأن طلبات حجب المواقع - مادة (8)""",لكل من صدر ضده أمر قضائي من المنصوص عليه بالمادة (7) من هذا القانون، وللنيابة العامة ولجهة التحقيق المختصة ولكل ذوي شأن، أن يتظلم منه، أو من إجراءات تنفيذه، أمام محكمة الجنايات المختصة بعد انقضاء سبعة أيام من تاريخ صدور الأمر أو من تاريخ تنفيذه بحسب الأحوال، فإذا رُفض تظلمه فله أن يتقدم بتظلم جديد كلما انقضت ثلاثة أشهر من تاريخ الحكم برفض التظلم. وفي جميع الأحوال، يكون التظلم بتقرير يودع قلم كتاب محكمة الجنايات المختصة، وعلى رئيس المحكمة أن يحدد جلسة لنظر التظلم يعلن بها المتظلم والجهاز وكل ذي شأن، وعلى المحكمة أن تفصل في التظلم خلال مدة لا تجاوز سبعة أيام من تاريخ التقرير به.
"""قانون مكافحة جرائم تقنية المعلومات - الباب الثاني - الأحكام والقواعد الإجرائية - المنع من السفر - مادة (9)""",يجوز للنائب العام أو من يفوضه من المحامين العامين الأول بنيابات الاستئناف، ولجهات التحقيق المختصة، عند الضرورة، أو عند وجود أدلة كافية على جدية الاتهام في ارتكاب جريمة من الجرائم المنصوص عليها في هذا القانون أو الشروع في ارتكابها، أن يأمر بمنع المتهم من السفر خارج البلاد أو بوضع اسمه على قوائم ترقب الوصول، بأمر مسبب لمدة محددة. ولمن صدر ضده أمر المنع من السفر أن يتظلم من هذا الأمر أمام محكمة الجنايات المختصة خلال خمسة عشر يومًا من تاريخ علمه به، فإذا رُفض تظلمه فله أن يتقدم بتظلم جديد كلما انقضت ثلاثة أشهر من تاريخ الحكم برفض التظلم. ويكون التظلم بتقرير يودع قلم كتاب محكمة الجنايات المختصة، وعلى رئيس المحكمة أن يحدد جلسة لنظر التظلم تُعلن بها النيابة العامة والمتظلم، وعلى المحكمة أن تفصل في التظلم خلال مدة لا تجاوز خمسة عشر يومًا من تاريخ التقرير به، بحكم مسبب بعد سماع أقوال المتظلم والنيابة العامة أو جهة التحقيق المختصة حسب الأحوال، ولها في سبيل ذلك أن تتخذ ما تراه من إجراءات أو تحقيقات ترى لزومها في هذا الشأن. ويجوز للنيابة العامة وجهات التحقيق المختصة في كل وقت العدول عن الأمر الصادر منها، كما يجوز لها التعديل فيه برفع الاسم من قوائم المنع من السفر أو ترقب الوصول لمدة محددة، إذا دعت الضرورة لذلك. وفي جميع الأحوال، ينتهي المنع من السفر بمرور سنه من تاريخ صدور الأمر، أو بصدور قرار بألا وجه لإقامة الدعوى الجنائية، أو بصدور قرار نهائي فيها بالبراءة، أيهما أقرب.
